month_of_delay,datetime,hbt,hbtqf,age_group,age_group_qf,reason_for_delay,reason_for_delay_qf,number_of_delayed_bed_days,average_daily_number_of_delayed_beds
201805,2018-05-01,S08000031,NA,18plus,d,All Delay Reasons,d,5795,187
201805,2018-05-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,1736,56
201805,2018-05-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,3831,124
201805,2018-05-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,228,7
201805,2018-05-01,S08000031,NA,18-74,NA,All Delay Reasons,d,2669,86
201805,2018-05-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1043,34
201805,2018-05-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1551,50
201805,2018-05-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,75,2
201805,2018-05-01,S08000031,NA,75plus,NA,All Delay Reasons,d,3126,101
201805,2018-05-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,693,22
201805,2018-05-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,2280,74
201805,2018-05-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,153,5
201805,2018-05-01,S08000032,NA,18plus,d,All Delay Reasons,d,4720,152
201805,2018-05-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,511,16
201805,2018-05-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,4182,135
201805,2018-05-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,27,1
201805,2018-05-01,S08000032,NA,18-74,NA,All Delay Reasons,d,1487,48
201805,2018-05-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,268,9
201805,2018-05-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,1219,39
201805,2018-05-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201805,2018-05-01,S08000032,NA,75plus,NA,All Delay Reasons,d,3233,104
201805,2018-05-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,243,8
201805,2018-05-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,2963,96
201805,2018-05-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,27,1
201805,2018-05-01,S92000003,d,18plus,d,All Delay Reasons,d,43244,1395
201805,2018-05-01,S92000003,d,18plus,d,Code 9 Reasons,NA,8738,282
201805,2018-05-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,33483,1080
201805,2018-05-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,1023,33
201805,2018-05-01,S92000003,d,18-74,NA,All Delay Reasons,d,13777,444
201805,2018-05-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4129,133
201805,2018-05-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,9341,301
201805,2018-05-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,307,10
201805,2018-05-01,S92000003,d,75plus,NA,All Delay Reasons,d,29467,951
201805,2018-05-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,4609,149
201805,2018-05-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,24142,779
201805,2018-05-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,716,23
201806,2018-06-01,S08000015,NA,18plus,d,All Delay Reasons,d,3448,115
201806,2018-06-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,686,23
201806,2018-06-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,2762,92
201806,2018-06-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000015,NA,18-74,NA,All Delay Reasons,d,671,22
201806,2018-06-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,166,6
201806,2018-06-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,505,17
201806,2018-06-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000015,NA,75plus,NA,All Delay Reasons,d,2777,93
201806,2018-06-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,520,17
201806,2018-06-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,2257,75
201806,2018-06-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000016,NA,18plus,d,All Delay Reasons,d,1059,35
201806,2018-06-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,341,11
201806,2018-06-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,624,21
201806,2018-06-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,94,3
201806,2018-06-01,S08000016,NA,18-74,NA,All Delay Reasons,d,310,10
201806,2018-06-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,196,7
201806,2018-06-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,83,3
201806,2018-06-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
201806,2018-06-01,S08000016,NA,75plus,NA,All Delay Reasons,d,749,25
201806,2018-06-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,145,5
201806,2018-06-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,541,18
201806,2018-06-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,63,2
201806,2018-06-01,S08000017,NA,18plus,d,All Delay Reasons,d,959,32
201806,2018-06-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,187,6
201806,2018-06-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,766,26
201806,2018-06-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,6,0
201806,2018-06-01,S08000017,NA,18-74,NA,All Delay Reasons,d,290,10
201806,2018-06-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,97,3
201806,2018-06-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,193,6
201806,2018-06-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000017,NA,75plus,NA,All Delay Reasons,d,669,22
201806,2018-06-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,90,3
201806,2018-06-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,573,19
201806,2018-06-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,6,0
201806,2018-06-01,S08000019,NA,18plus,d,All Delay Reasons,d,2824,94
201806,2018-06-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,840,28
201806,2018-06-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,1493,50
201806,2018-06-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,491,16
201806,2018-06-01,S08000019,NA,18-74,NA,All Delay Reasons,d,852,28
201806,2018-06-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,539,18
201806,2018-06-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,283,9
201806,2018-06-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,30,1
201806,2018-06-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1972,66
201806,2018-06-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,301,10
201806,2018-06-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,1210,40
201806,2018-06-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,461,15
201806,2018-06-01,S08000020,NA,18plus,d,All Delay Reasons,d,3607,120
201806,2018-06-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,639,21
201806,2018-06-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,2874,96
201806,2018-06-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,94,3
201806,2018-06-01,S08000020,NA,18-74,NA,All Delay Reasons,d,1102,37
201806,2018-06-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,305,10
201806,2018-06-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,790,26
201806,2018-06-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,7,0
201806,2018-06-01,S08000020,NA,75plus,NA,All Delay Reasons,d,2505,84
201806,2018-06-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,334,11
201806,2018-06-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,2084,69
201806,2018-06-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,87,3
201806,2018-06-01,S08000022,NA,18plus,d,All Delay Reasons,d,3571,119
201806,2018-06-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,896,30
201806,2018-06-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,2581,86
201806,2018-06-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,94,3
201806,2018-06-01,S08000022,NA,18-74,NA,All Delay Reasons,d,796,27
201806,2018-06-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,375,13
201806,2018-06-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,365,12
201806,2018-06-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,56,2
201806,2018-06-01,S08000022,NA,75plus,NA,All Delay Reasons,d,2775,93
201806,2018-06-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,521,17
201806,2018-06-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,2216,74
201806,2018-06-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,38,1
201806,2018-06-01,S08000024,NA,18plus,d,All Delay Reasons,d,10429,348
201806,2018-06-01,S08000024,NA,18plus,d,Code 9 Reasons,NA,805,27
201806,2018-06-01,S08000024,NA,18plus,d,Health and Social Care Reasons,NA,9564,319
201806,2018-06-01,S08000024,NA,18plus,d,Patient and Family Related Reasons,NA,60,2
201806,2018-06-01,S08000024,NA,18-74,NA,All Delay Reasons,d,2908,97
201806,2018-06-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,281,9
201806,2018-06-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,2597,87
201806,2018-06-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,30,1
201806,2018-06-01,S08000024,NA,75plus,NA,All Delay Reasons,d,7521,251
201806,2018-06-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,524,17
201806,2018-06-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,6967,232
201806,2018-06-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,30,1
201806,2018-06-01,S08000025,NA,18plus,d,All Delay Reasons,d,0,0
201806,2018-06-01,S08000025,NA,18plus,d,Code 9 Reasons,NA,0,0
201806,2018-06-01,S08000025,NA,18plus,d,Health and Social Care Reasons,NA,0,0
201806,2018-06-01,S08000025,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000025,NA,18-74,NA,All Delay Reasons,d,0,0
201806,2018-06-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,0,0
201806,2018-06-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
201806,2018-06-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000025,NA,75plus,NA,All Delay Reasons,d,0,0
201806,2018-06-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,0,0
201806,2018-06-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,0,0
201806,2018-06-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000026,NA,18plus,d,All Delay Reasons,d,87,3
201806,2018-06-01,S08000026,NA,18plus,d,Code 9 Reasons,NA,11,0
201806,2018-06-01,S08000026,NA,18plus,d,Health and Social Care Reasons,NA,76,3
201806,2018-06-01,S08000026,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000026,NA,18-74,NA,All Delay Reasons,d,14,0
201806,2018-06-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,5,0
201806,2018-06-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,9,0
201806,2018-06-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000026,NA,75plus,NA,All Delay Reasons,d,73,2
201806,2018-06-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,6,0
201806,2018-06-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,67,2
201806,2018-06-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000028,NA,18plus,d,All Delay Reasons,d,677,23
201806,2018-06-01,S08000028,NA,18plus,d,Code 9 Reasons,NA,308,10
201806,2018-06-01,S08000028,NA,18plus,d,Health and Social Care Reasons,NA,369,12
201806,2018-06-01,S08000028,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000028,NA,18-74,NA,All Delay Reasons,d,65,2
201806,2018-06-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,19,1
201806,2018-06-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,46,2
201806,2018-06-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000028,NA,75plus,NA,All Delay Reasons,d,612,20
201806,2018-06-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,289,10
201806,2018-06-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,323,11
201806,2018-06-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000029,NA,18plus,d,All Delay Reasons,d,1869,62
201806,2018-06-01,S08000029,NA,18plus,d,Code 9 Reasons,NA,875,29
201806,2018-06-01,S08000029,NA,18plus,d,Health and Social Care Reasons,NA,976,33
201806,2018-06-01,S08000029,NA,18plus,d,Patient and Family Related Reasons,NA,18,1
201806,2018-06-01,S08000029,NA,18-74,NA,All Delay Reasons,d,867,29
201806,2018-06-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,428,14
201806,2018-06-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,421,14
201806,2018-06-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,18,1
201806,2018-06-01,S08000029,NA,75plus,NA,All Delay Reasons,d,1002,33
201806,2018-06-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,447,15
201806,2018-06-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,555,19
201806,2018-06-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000030,NA,18plus,d,All Delay Reasons,d,2657,89
201806,2018-06-01,S08000030,NA,18plus,d,Code 9 Reasons,NA,799,27
201806,2018-06-01,S08000030,NA,18plus,d,Health and Social Care Reasons,NA,1716,57
201806,2018-06-01,S08000030,NA,18plus,d,Patient and Family Related Reasons,NA,142,5
201806,2018-06-01,S08000030,NA,18-74,NA,All Delay Reasons,d,1159,39
201806,2018-06-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,553,18
201806,2018-06-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,563,19
201806,2018-06-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,43,1
201806,2018-06-01,S08000030,NA,75plus,NA,All Delay Reasons,d,1498,50
201806,2018-06-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,246,8
201806,2018-06-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,1153,38
201806,2018-06-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,99,3
201806,2018-06-01,S08000031,NA,18plus,d,All Delay Reasons,d,5637,188
201806,2018-06-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,1696,57
201806,2018-06-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,3569,119
201806,2018-06-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,372,12
201806,2018-06-01,S08000031,NA,18-74,NA,All Delay Reasons,d,2660,89
201806,2018-06-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1062,35
201806,2018-06-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1455,49
201806,2018-06-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,143,5
201806,2018-06-01,S08000031,NA,75plus,NA,All Delay Reasons,d,2977,99
201806,2018-06-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,634,21
201806,2018-06-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,2114,70
201806,2018-06-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,229,8
201806,2018-06-01,S08000032,NA,18plus,d,All Delay Reasons,d,5551,185
201806,2018-06-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,543,18
201806,2018-06-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,4955,165
201806,2018-06-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,53,2
201806,2018-06-01,S08000032,NA,18-74,NA,All Delay Reasons,d,1718,57
201806,2018-06-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,293,10
201806,2018-06-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,1425,48
201806,2018-06-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201806,2018-06-01,S08000032,NA,75plus,NA,All Delay Reasons,d,3833,128
201806,2018-06-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,250,8
201806,2018-06-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,3530,118
201806,2018-06-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,53,2
201806,2018-06-01,S92000003,d,18plus,d,All Delay Reasons,d,42375,1413
201806,2018-06-01,S92000003,d,18plus,d,Code 9 Reasons,NA,8626,288
201806,2018-06-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,32325,1078
201806,2018-06-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,1424,47
201806,2018-06-01,S92000003,d,18-74,NA,All Delay Reasons,d,13412,447
201806,2018-06-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4319,144
201806,2018-06-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,8735,291
201806,2018-06-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,358,12
201806,2018-06-01,S92000003,d,75plus,NA,All Delay Reasons,d,28963,965
201806,2018-06-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,4307,144
201806,2018-06-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,23590,786
201806,2018-06-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,1066,36
201807,2018-07-01,S08000015,NA,18plus,d,All Delay Reasons,d,3027,98
201807,2018-07-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,533,17
201807,2018-07-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,2494,80
201807,2018-07-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
201807,2018-07-01,S08000015,NA,18-74,NA,All Delay Reasons,d,581,19
201807,2018-07-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,147,5
201807,2018-07-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,434,14
201807,2018-07-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201807,2018-07-01,S08000015,NA,75plus,NA,All Delay Reasons,d,2446,79
201807,2018-07-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,386,12
201807,2018-07-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,2060,66
201807,2018-07-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201807,2018-07-01,S08000016,NA,18plus,d,All Delay Reasons,d,1005,32
201807,2018-07-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,347,11
201807,2018-07-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,579,19
201807,2018-07-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,79,3
201807,2018-07-01,S08000016,NA,18-74,NA,All Delay Reasons,d,327,11
201807,2018-07-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,198,6
201807,2018-07-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,98,3
201807,2018-07-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
201807,2018-07-01,S08000016,NA,75plus,NA,All Delay Reasons,d,678,22
201807,2018-07-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,149,5
201807,2018-07-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,481,16
201807,2018-07-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,48,2
201807,2018-07-01,S08000017,NA,18plus,d,All Delay Reasons,d,1218,39
201807,2018-07-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,326,11
201807,2018-07-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,892,29
201807,2018-07-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
201807,2018-07-01,S08000017,NA,18-74,NA,All Delay Reasons,d,388,13
201807,2018-07-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,201,6
201807,2018-07-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,187,6
201807,2018-07-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201807,2018-07-01,S08000017,NA,75plus,NA,All Delay Reasons,d,830,27
201807,2018-07-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,125,4
201807,2018-07-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,705,23
201807,2018-07-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201807,2018-07-01,S08000019,NA,18plus,d,All Delay Reasons,d,2731,88
201807,2018-07-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,850,27
201807,2018-07-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,1376,44
201807,2018-07-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,505,16
201807,2018-07-01,S08000019,NA,18-74,NA,All Delay Reasons,d,898,29
201807,2018-07-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,515,17
201807,2018-07-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,366,12
201807,2018-07-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,17,1
201807,2018-07-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1833,59
201807,2018-07-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,335,11
201807,2018-07-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,1010,33
201807,2018-07-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,488,16
201807,2018-07-01,S08000020,NA,18plus,d,All Delay Reasons,d,3476,112
201807,2018-07-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,677,22
201807,2018-07-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,2740,88
201807,2018-07-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,59,2
201807,2018-07-01,S08000020,NA,18-74,NA,All Delay Reasons,d,963,31
201807,2018-07-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,251,8
201807,2018-07-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,712,23
201807,2018-07-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201807,2018-07-01,S08000020,NA,75plus,NA,All Delay Reasons,d,2513,81
201807,2018-07-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,426,14
201807,2018-07-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,2028,65
201807,2018-07-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,59,2
201807,2018-07-01,S08000022,NA,18plus,d,All Delay Reasons,d,3925,127
201807,2018-07-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,1106,36
201807,2018-07-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,2776,90
201807,2018-07-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,43,1
