quarter,season,quarter_year,quarters,quarter_qf,hb.x,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,available_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,id,location_name,postcode
2020Q4,Winter,2020,Q4,NA,SB0801,NA,D102H,NA,AQ,NA,Respiratory Medicine,NA,104,NA,101,NA,1,NA,1,NA,97,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q1,Spring,2021,Q1,NA,SB0801,NA,D102H,NA,AQ,NA,Respiratory Medicine,NA,118,NA,110,NA,1,NA,1,NA,93,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q2,Summer,2021,Q2,NA,SB0801,NA,D102H,NA,AQ,NA,Respiratory Medicine,NA,139,NA,139,NA,2,NA,2,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q3,Autumn,2021,Q3,p,SB0801,NA,D102H,NA,AQ,NA,Respiratory Medicine,NA,127,NA,127,NA,1,NA,1,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q1,Spring,2018,Q1,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,13127,NA,9662,NA,146,NA,107,NA,74,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q2,Summer,2018,Q2,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,13069,NA,9881,NA,144,NA,109,NA,76,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q3,Autumn,2018,Q3,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,12920,NA,9836,NA,140,NA,107,NA,76,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q4,Winter,2018,Q4,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,11774,NA,9033,NA,128,NA,98,NA,77,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q1,Spring,2019,Q1,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,11841,NA,8986,NA,132,NA,100,NA,76,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q2,Summer,2019,Q2,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,12153,NA,9395,NA,134,NA,103,NA,77,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q3,Autumn,2019,Q3,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,12518,NA,9581,NA,136,NA,104,NA,77,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q4,Winter,2019,Q4,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,12872,NA,9243,NA,140,NA,100,NA,72,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q1,Spring,2020,Q1,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,12060,NA,8523,NA,133,NA,94,NA,71,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q2,Summer,2020,Q2,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,9819,NA,4775,NA,108,NA,52,NA,49,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q3,Autumn,2020,Q3,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,11215,NA,6808,NA,122,NA,74,NA,61,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q4,Winter,2020,Q4,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,11894,NA,8515,NA,129,NA,93,NA,72,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q1,Spring,2021,Q1,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,12151,NA,8862,NA,135,NA,98,NA,73,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q2,Summer,2021,Q2,NA,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,12572,NA,8964,NA,138,NA,99,NA,71,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q3,Autumn,2021,Q3,p,SB0801,NA,D102H,NA,NA,z,Surgery Grouping,d,13088,NA,8706,NA,142,NA,95,NA,67,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q1,Spring,2018,Q1,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,5262,NA,3720,NA,58,NA,41,NA,71,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q2,Summer,2018,Q2,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,5190,NA,3768,NA,57,NA,41,NA,73,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q3,Autumn,2018,Q3,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,5172,NA,3853,NA,56,NA,42,NA,74,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q4,Winter,2018,Q4,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,4503,NA,3441,NA,49,NA,37,NA,76,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q1,Spring,2019,Q1,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,4572,NA,3303,NA,51,NA,37,NA,72,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q2,Summer,2019,Q2,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,4681,NA,3163,NA,51,NA,35,NA,68,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q3,Autumn,2019,Q3,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,4840,NA,3350,NA,53,NA,36,NA,69,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q4,Winter,2019,Q4,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,4948,NA,3031,NA,54,NA,33,NA,61,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q1,Spring,2020,Q1,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,4519,NA,2640,NA,50,NA,29,NA,58,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q2,Summer,2020,Q2,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,1997,NA,551,NA,22,NA,6,NA,28,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q3,Autumn,2020,Q3,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,2777,NA,1198,NA,30,NA,13,NA,43,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q4,Winter,2020,Q4,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,4475,NA,2681,NA,49,NA,29,NA,60,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q1,Spring,2021,Q1,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,4413,NA,3273,NA,49,NA,36,NA,74,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q2,Summer,2021,Q2,NA,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,3794,NA,3243,NA,42,NA,36,NA,85,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q3,Autumn,2021,Q3,p,SB0801,NA,D102H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,3902,NA,2895,NA,42,NA,31,NA,74,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q2,Summer,2018,Q2,NA,SB0801,NA,D102H,NA,CB,NA,Urology,NA,2,NA,2,NA,0,NA,0,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2019Q2,Summer,2019,Q2,NA,SB0801,NA,D102H,NA,CB,NA,Urology,NA,1,NA,1,NA,0,NA,0,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q2,Summer,2020,Q2,NA,SB0801,NA,D102H,NA,CB,NA,Urology,NA,87,NA,87,NA,1,NA,1,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q3,Autumn,2020,Q3,NA,SB0801,NA,D102H,NA,CB,NA,Urology,NA,153,NA,153,NA,2,NA,2,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q4,Winter,2020,Q4,NA,SB0801,NA,D102H,NA,CB,NA,Urology,NA,232,NA,232,NA,3,NA,3,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q1,Spring,2021,Q1,NA,SB0801,NA,D102H,NA,CB,NA,Urology,NA,143,NA,143,NA,2,NA,2,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q2,Summer,2021,Q2,NA,SB0801,NA,D102H,NA,CB,NA,Urology,NA,156,NA,156,NA,2,NA,2,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q3,Autumn,2021,Q3,p,SB0801,NA,D102H,NA,CB,NA,Urology,NA,133,NA,133,NA,1,NA,1,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q2,Summer,2020,Q2,NA,SB0801,NA,D102H,NA,NA,z,Women and Newborn Grouping,d,51,NA,51,NA,1,NA,1,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q3,Autumn,2020,Q3,NA,SB0801,NA,D102H,NA,NA,z,Women and Newborn Grouping,d,82,NA,82,NA,1,NA,1,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2020Q4,Winter,2020,Q4,NA,SB0801,NA,D102H,NA,NA,z,Women and Newborn Grouping,d,91,NA,91,NA,1,NA,1,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q1,Spring,2021,Q1,NA,SB0801,NA,D102H,NA,NA,z,Women and Newborn Grouping,d,83,NA,83,NA,1,NA,1,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q2,Summer,2021,Q2,NA,SB0801,NA,D102H,NA,NA,z,Women and Newborn Grouping,d,79,NA,79,NA,1,NA,1,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2021Q3,Autumn,2021,Q3,p,SB0801,NA,D102H,NA,NA,z,Women and Newborn Grouping,d,32,NA,32,NA,0,NA,0,NA,100,NA,240,Golden Jubilee National Hospital,G81 4DY
2018Q1,Spring,2018,Q1,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,77,NA,77,NA,1,NA,1,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q1,Spring,2018,Q1,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,139,NA,139,NA,2,NA,2,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2018Q2,Summer,2018,Q2,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,58,NA,58,NA,1,NA,1,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q2,Summer,2018,Q2,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,196,NA,196,NA,2,NA,2,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2018Q3,Autumn,2018,Q3,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,52,NA,52,NA,1,NA,1,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q3,Autumn,2018,Q3,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,168,NA,168,NA,2,NA,2,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2018Q4,Winter,2018,Q4,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,110,NA,110,NA,1,NA,1,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q4,Winter,2018,Q4,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,152,NA,152,NA,2,NA,2,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2019Q1,Spring,2019,Q1,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,128,NA,128,NA,1,NA,1,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q1,Spring,2019,Q1,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,150,NA,150,NA,2,NA,2,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2019Q2,Summer,2019,Q2,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,28,NA,28,NA,0,NA,0,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q2,Summer,2019,Q2,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,131,NA,131,NA,1,NA,1,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2019Q3,Autumn,2019,Q3,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,58,NA,58,NA,1,NA,1,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q3,Autumn,2019,Q3,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,68,NA,68,NA,1,NA,1,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2019Q4,Winter,2019,Q4,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,41,NA,41,NA,0,NA,0,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q4,Winter,2019,Q4,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,60,NA,60,NA,1,NA,1,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2020Q1,Spring,2020,Q1,NA,S08000015,NA,A101H,NA,C2,NA,Accident & Emergency,NA,1,NA,1,NA,0,NA,0,NA,100,NA,1,Arran War Memorial Hospital,KA27 8LF
2020Q1,Spring,2020,Q1,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,23,NA,23,NA,0,NA,0,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q1,Spring,2020,Q1,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,25,NA,25,NA,0,NA,0,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2020Q2,Summer,2020,Q2,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,47,NA,47,NA,1,NA,1,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q2,Summer,2020,Q2,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,9,NA,9,NA,0,NA,0,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2020Q3,Autumn,2020,Q3,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,21,NA,21,NA,0,NA,0,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q3,Autumn,2020,Q3,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,28,NA,28,NA,0,NA,0,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2020Q4,Winter,2020,Q4,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,6,NA,6,NA,0,NA,0,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q4,Winter,2020,Q4,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,36,NA,36,NA,0,NA,0,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2021Q1,Spring,2021,Q1,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,6,NA,6,NA,0,NA,0,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2021Q1,Spring,2021,Q1,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,34,NA,34,NA,0,NA,0,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2021Q2,Summer,2021,Q2,NA,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,15,NA,15,NA,0,NA,0,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2021Q2,Summer,2021,Q2,NA,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,27,NA,27,NA,0,NA,0,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2021Q3,Autumn,2021,Q3,p,S08000015,NA,A111H,NA,C2,NA,Accident & Emergency,NA,18,NA,18,NA,0,NA,0,NA,100,NA,5,University Hospital Crosshouse,KA2 0BE
2021Q3,Autumn,2021,Q3,p,S08000015,NA,A210H,NA,C2,NA,Accident & Emergency,NA,44,NA,44,NA,0,NA,0,NA,100,NA,11,University Hospital Ayr,KA6 6DX
2018Q1,Spring,2018,Q1,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,48341,NA,46059,NA,537,NA,512,NA,95,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q1,Spring,2018,Q1,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,34511,NA,31678,NA,383,NA,352,NA,92,NA,11,University Hospital Ayr,KA6 6DX
2018Q2,Summer,2018,Q2,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,46542,NA,43729,NA,511,NA,481,NA,94,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q2,Summer,2018,Q2,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,31513,NA,27910,NA,346,NA,307,NA,89,NA,11,University Hospital Ayr,KA6 6DX
2018Q3,Autumn,2018,Q3,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,42634,NA,39984,NA,463,NA,435,NA,94,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q3,Autumn,2018,Q3,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,30038,NA,27237,NA,326,NA,296,NA,91,NA,11,University Hospital Ayr,KA6 6DX
2018Q4,Winter,2018,Q4,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,42752,NA,40164,NA,465,NA,437,NA,94,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q4,Winter,2018,Q4,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,29679,NA,27036,NA,323,NA,294,NA,91,NA,11,University Hospital Ayr,KA6 6DX
2019Q1,Spring,2019,Q1,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,42984,NA,41103,NA,478,NA,457,NA,96,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q1,Spring,2019,Q1,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,29856,NA,28273,NA,332,NA,314,NA,95,NA,11,University Hospital Ayr,KA6 6DX
2019Q2,Summer,2019,Q2,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,41231,NA,39071,NA,453,NA,429,NA,95,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q2,Summer,2019,Q2,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,30765,NA,28919,NA,338,NA,318,NA,94,NA,11,University Hospital Ayr,KA6 6DX
2019Q3,Autumn,2019,Q3,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,41576,NA,38851,NA,452,NA,422,NA,93,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q3,Autumn,2019,Q3,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,31751,NA,30058,NA,345,NA,327,NA,95,NA,11,University Hospital Ayr,KA6 6DX
2019Q4,Winter,2019,Q4,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,41697,NA,39505,NA,453,NA,429,NA,95,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q4,Winter,2019,Q4,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,31909,NA,30177,NA,347,NA,328,NA,95,NA,11,University Hospital Ayr,KA6 6DX
2020Q1,Spring,2020,Q1,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,43053,NA,38853,NA,473,NA,427,NA,90,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q1,Spring,2020,Q1,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,31574,NA,28350,NA,347,NA,312,NA,90,NA,11,University Hospital Ayr,KA6 6DX
2020Q2,Summer,2020,Q2,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,39567,NA,28239,NA,435,NA,310,NA,71,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q2,Summer,2020,Q2,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,25566,NA,18179,NA,281,NA,200,NA,71,NA,11,University Hospital Ayr,KA6 6DX
2020Q3,Autumn,2020,Q3,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,41011,NA,37505,NA,446,NA,408,NA,91,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q3,Autumn,2020,Q3,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,26061,NA,23002,NA,283,NA,250,NA,88,NA,11,University Hospital Ayr,KA6 6DX
2020Q4,Winter,2020,Q4,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,44270,NA,39411,NA,481,NA,428,NA,89,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q4,Winter,2020,Q4,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,29415,NA,26066,NA,320,NA,283,NA,89,NA,11,University Hospital Ayr,KA6 6DX
2021Q1,Spring,2021,Q1,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,44361,NA,40225,NA,493,NA,447,NA,91,NA,5,University Hospital Crosshouse,KA2 0BE
2021Q1,Spring,2021,Q1,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,28688,NA,24803,NA,319,NA,276,NA,86,NA,11,University Hospital Ayr,KA6 6DX
2021Q2,Summer,2021,Q2,NA,S08000015,NA,A111H,NA,NA,z,All Acute,d,44720,NA,41081,NA,491,NA,451,NA,92,NA,5,University Hospital Crosshouse,KA2 0BE
2021Q2,Summer,2021,Q2,NA,S08000015,NA,A210H,NA,NA,z,All Acute,d,27905,NA,24867,NA,307,NA,273,NA,89,NA,11,University Hospital Ayr,KA6 6DX
2021Q3,Autumn,2021,Q3,p,S08000015,NA,A111H,NA,NA,z,All Acute,d,47624,NA,44411,NA,518,NA,483,NA,93,NA,5,University Hospital Crosshouse,KA2 0BE
2021Q3,Autumn,2021,Q3,p,S08000015,NA,A210H,NA,NA,z,All Acute,d,28149,NA,25637,NA,306,NA,279,NA,91,NA,11,University Hospital Ayr,KA6 6DX
2018Q1,Spring,2018,Q1,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,1084,NA,871,NA,12,NA,10,NA,80,NA,1,Arran War Memorial Hospital,KA27 8LF
2018Q1,Spring,2018,Q1,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,55533,NA,51488,NA,617,NA,572,NA,93,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q1,Spring,2018,Q1,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,34650,NA,31817,NA,385,NA,354,NA,92,NA,11,University Hospital Ayr,KA6 6DX
2018Q2,Summer,2018,Q2,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,1092,NA,653,NA,12,NA,7,NA,60,NA,1,Arran War Memorial Hospital,KA27 8LF
2018Q2,Summer,2018,Q2,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,53767,NA,48888,NA,591,NA,537,NA,91,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q2,Summer,2018,Q2,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,31709,NA,28106,NA,348,NA,309,NA,89,NA,11,University Hospital Ayr,KA6 6DX
2018Q3,Autumn,2018,Q3,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,1105,NA,651,NA,12,NA,7,NA,59,NA,1,Arran War Memorial Hospital,KA27 8LF
2018Q3,Autumn,2018,Q3,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,49967,NA,45374,NA,543,NA,493,NA,91,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q3,Autumn,2018,Q3,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,30206,NA,27405,NA,328,NA,298,NA,91,NA,11,University Hospital Ayr,KA6 6DX
2018Q4,Winter,2018,Q4,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,1104,NA,653,NA,12,NA,7,NA,59,NA,1,Arran War Memorial Hospital,KA27 8LF
2018Q4,Winter,2018,Q4,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,50540,NA,46470,NA,549,NA,505,NA,92,NA,5,University Hospital Crosshouse,KA2 0BE
2018Q4,Winter,2018,Q4,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,29831,NA,27188,NA,324,NA,296,NA,91,NA,11,University Hospital Ayr,KA6 6DX
2019Q1,Spring,2019,Q1,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,1038,NA,661,NA,12,NA,7,NA,64,NA,1,Arran War Memorial Hospital,KA27 8LF
2019Q1,Spring,2019,Q1,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,50217,NA,46307,NA,558,NA,515,NA,92,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q1,Spring,2019,Q1,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,30006,NA,28423,NA,333,NA,316,NA,95,NA,11,University Hospital Ayr,KA6 6DX
2019Q2,Summer,2019,Q2,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,1088,NA,688,NA,12,NA,8,NA,63,NA,1,Arran War Memorial Hospital,KA27 8LF
2019Q2,Summer,2019,Q2,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,48327,NA,44233,NA,531,NA,486,NA,92,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q2,Summer,2019,Q2,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,30896,NA,29050,NA,340,NA,319,NA,94,NA,11,University Hospital Ayr,KA6 6DX
2019Q3,Autumn,2019,Q3,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,1104,NA,612,NA,12,NA,7,NA,55,NA,1,Arran War Memorial Hospital,KA27 8LF
2019Q3,Autumn,2019,Q3,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,48729,NA,44139,NA,530,NA,480,NA,91,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q3,Autumn,2019,Q3,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,31819,NA,30126,NA,346,NA,327,NA,95,NA,11,University Hospital Ayr,KA6 6DX
2019Q4,Winter,2019,Q4,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,1027,NA,697,NA,11,NA,8,NA,68,NA,1,Arran War Memorial Hospital,KA27 8LF
2019Q4,Winter,2019,Q4,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,49567,NA,45008,NA,539,NA,489,NA,91,NA,5,University Hospital Crosshouse,KA2 0BE
2019Q4,Winter,2019,Q4,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,31969,NA,30237,NA,347,NA,329,NA,95,NA,11,University Hospital Ayr,KA6 6DX
2020Q1,Spring,2020,Q1,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,708,NA,550,NA,8,NA,6,NA,78,NA,1,Arran War Memorial Hospital,KA27 8LF
2020Q1,Spring,2020,Q1,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,51028,NA,43563,NA,561,NA,479,NA,85,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q1,Spring,2020,Q1,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,31599,NA,28375,NA,347,NA,312,NA,90,NA,11,University Hospital Ayr,KA6 6DX
2020Q2,Summer,2020,Q2,NA,S08000015,NA,A101H,NA,NA,z,All Specialties,d,646,NA,233,NA,7,NA,3,NA,36,NA,1,Arran War Memorial Hospital,KA27 8LF
2020Q2,Summer,2020,Q2,NA,S08000015,NA,A111H,NA,NA,z,All Specialties,d,47205,NA,31694,NA,519,NA,348,NA,67,NA,5,University Hospital Crosshouse,KA2 0BE
2020Q2,Summer,2020,Q2,NA,S08000015,NA,A210H,NA,NA,z,All Specialties,d,25575,NA,18188,NA,281,NA,200,NA,71,NA,11,University Hospital Ayr,KA6 6DX
